function,lachesis_start,lachesis_end,start_time,end_time,duration,cold_start_latency,slo,inputs,cpu_limit,mem_limit,predicted_cpu,predicted_mem,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip,invoker_name,activation_id,exp_no,scheduled_cpu,scheduled_mem,energy,frequency,median_energy
floatmatmult,2024-03-06T06:55:17.670510Z,2024-03-06T06:55:33.566180Z,2024-03-06T06:55:30.158Z,2024-03-06T06:55:33.107Z,2948.0,1396.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",2.0,5120.0,-1.0,-1.0,1.7120284674172257,1.9756975287854783,2.1866327778800807,2.239366590153731,112.0,129.114.108.87,w1,e0bd9b2ecdef4a8dbd9b2ecdef0a8d31,,2,5120,19.440398735370994,1600000.0,19.440398735370994
floatmatmult,2024-03-06T06:55:39.847845Z,2024-03-06T06:55:55.344964Z,2024-03-06T06:55:52.227Z,2024-03-06T06:55:54.988Z,2761.0,1307.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",3.0,5120.0,-1.0,-1.0,2.070279221706339,2.407887358977672,2.6779738687947394,2.7454954962490064,110.0,129.114.108.87,w1,fd75dd067ff64b58b5dd067ff63b58fd,,3,5120,19.68737117730692,1600000.0,19.68737117730692
floatmatmult,2024-03-06T06:56:12.041390Z,2024-03-06T06:56:17.559975Z,2024-03-06T06:56:14.434Z,2024-03-06T06:56:17.100Z,2665.0,1255.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",5.0,5120.0,-1.0,-1.0,2.8206060943698508,3.407539505710912,3.877086234783762,3.994472917051974,111.0,129.114.108.87,w1,f18f7208ef8a43af8f7208ef8a33af83,,5,5120,19.1588813670384,1600000.0,19.1588813670384
floatmatmult,2024-03-06T06:56:50.309100Z,2024-03-06T06:56:55.679178Z,2024-03-06T06:56:52.626Z,2024-03-06T06:56:55.296Z,2669.0,1219.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",7.0,5120.0,-1.0,-1.0,3.7213180028741375,3.7486827186040417,3.770574491187965,3.7760474343339454,110.0,129.114.108.87,w1,c1b9061f2840436eb9061f2840536e67,,7,5120,20.415458871821308,1600000.0,20.415458871821308
floatmatmult,2024-03-06T06:57:54.729769Z,2024-03-06T06:58:10.061108Z,2024-03-06T06:58:07.009Z,2024-03-06T06:58:09.672Z,2663.0,1182.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",10.0,5120.0,-1.0,-1.0,3.42887251500828,4.220057044042357,4.85300466726962,5.011241573076436,111.0,129.114.108.87,w1,1682da5021a5449e82da5021a5049e99,,10,5120,20.66475404521578,1600000.0,20.66475404521578
floatmatmult,2024-03-06T06:58:19.909324Z,2024-03-06T06:58:35.333371Z,2024-03-06T06:58:32.295Z,2024-03-06T06:58:34.883Z,2588.0,1229.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",13.0,5120.0,-1.0,-1.0,4.85126880301457,5.492047218845123,6.004669951509567,6.132825634675678,111.0,129.114.108.87,w1,43d3ded93c2b493b93ded93c2bc93bc9,,13,5120,21.431252438057435,1600000.0,21.431252438057435
floatmatmult,2024-03-06T06:58:55.084927Z,2024-03-06T06:59:03.240906Z,2024-03-06T06:59:00.393Z,2024-03-06T06:59:02.896Z,2502.0,1203.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",16.0,5120.0,-1.0,-1.0,6.653533008146049,6.724324804442936,6.7809582414804455,6.795116600739824,110.0,129.114.108.87,w1,b19406e7161347139406e7161387139e,,16,5120,26.38811214339499,1600000.0,26.38811214339499
floatmatmult,2024-03-06T06:59:58.526474Z,2024-03-06T07:00:17.247485Z,2024-03-06T07:00:14.392Z,2024-03-06T07:00:16.869Z,2477.0,1190.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",19.0,5120.0,-1.0,-1.0,4.934841000919727,6.227733947176336,7.2620483041816275,7.52062689343295,110.0,129.114.108.87,w1,217ec37c01e345eabec37c01e325ea64,,19,5120,23.125728162015943,1600000.0,23.125728162015943
floatmatmult,2024-03-06T07:00:35.794258Z,2024-03-06T07:00:53.868631Z,2024-03-06T07:00:51.068Z,2024-03-06T07:00:53.501Z,2433.0,1174.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",22.0,5120.0,-1.0,-1.0,6.502784590992548,7.263669183343253,7.872376857223818,8.02455377569396,112.0,129.114.108.87,w1,c02656a9d7654c17a656a9d765fc17f3,,22,5120,25.501259394096028,1600000.0,25.501259394096028
floatmatmult,2024-03-06T07:01:16.060448Z,2024-03-06T07:01:31.261563Z,2024-03-06T07:01:28.396Z,2024-03-06T07:01:30.852Z,2456.0,1210.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",25.0,5120.0,-1.0,-1.0,6.113678058403012,6.152873131438705,6.184229189867259,6.192068204474398,110.0,129.114.108.87,w1,e63622b5ca05445db622b5ca05b45d6b,,25,5120,27.85192227575127,1600000.0,27.85192227575127
